,0,1,2,3,4,5,6,7,8
,0,1,2,3,4,5,6,7,8
0,10025829826932,5,1008,527,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,100007200827,5,127428,62559,0.99,106,0.009,70,0.001
,0,1,2,3,4,5,6,7,8
0,10024582158994,4,109,19,0.73,2,0.076,5,0.194
,0,1,2,3,4,5,6,7,8
0,14578840111,5,1849,725,0.98,1,0.001,7,0.019
,0,1,2,3,4,5,6,7,8
0,100016753454,5,4355,648,0.98,10,0.016,3,0.004
,0,1,2,3,4,5,6,7,8
0,10024123476096,5,904,197,0.97,5,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,10022417901488,5,5864,797,0.99,5,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,71976711131,5,2709,446,0.95,8,0.017,14,0.033
,0,1,2,3,4,5,6,7,8
0,100003187255,5,4682,902,0.99,1,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,27698416444,5,666,312,0.98,4,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,1030851,5,172872,121854,0.99,407,0.008,277,0.002
,0,1,2,3,4,5,6,7,8
0,100005187672,5,7083,1441,0.99,2,0.001,4,0.009
,0,1,2,3,4,5,6,7,8
0,64241632084,5,23,5,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,62835242434,5,106,13,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70175360699,5,879,288,0.95,12,0.047,1,0.003
,0,1,2,3,4,5,6,7,8
0,10022274789331,5,14,0,1.0,0,0.0,0,0.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,70175360699,5,879,288,0.95,12,0.047,1,0.003
,0,1,2,3,4,5,6,7,8
0,10022274789331,5,14,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,4780291,5,271651,153914,0.99,374,0.008,315,0.002
,0,1,2,3,4,5,6,7,8
0,69332515168,5,53,13,0.92,1,0.08,0,0.0
,0,1,2,3,4,5,6,7,8
0,70117275947,5,5908,797,0.99,5,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,70979774784,5,17,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025529723191,5,8,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023326396455,5,102,51,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,4090486,5,21908,10010,0.99,34,0.009,13,0.001
,0,1,2,3,4,5,6,7,8
0,68583525159,5,38,5,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023741253984,5,84,11,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10021029252646,5,584,110,0.95,3,0.033,2,0.017
,0,1,2,3,4,5,6,7,8
0,100000423652,5,43866,10719,0.99,61,0.007,40,0.003
,0,1,2,3,4,5,6,7,8
0,10025829826932,5,1030,527,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,10022417901490,5,5908,797,0.99,5,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,100007200827,5,127483,62559,0.99,106,0.009,70,0.001
,0,1,2,3,4,5,6,7,8
0,10024582158994,4,111,19,0.73,2,0.076,5,0.194
,0,1,2,3,4,5,6,7,8
0,14578840111,5,1849,725,0.98,1,0.001,7,0.019
,0,1,2,3,4,5,6,7,8
0,10024123476096,5,929,197,0.97,5,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,10022417901488,5,5908,797,0.99,5,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,14575082702,5,7195,1575,0.99,4,0.008,4,0.002
,0,1,2,3,4,5,6,7,8
0,71976711131,5,2718,446,0.95,8,0.017,14,0.033
,0,1,2,3,4,5,6,7,8
0,71436486043,5,46,8,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100003187255,5,4682,902,0.99,1,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,10022791169093,5,367,87,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025768436432,5,1902,1289,0.99,5,0.003,6,0.007
,0,1,2,3,4,5,6,7,8
0,10020781651635,5,2,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100005187672,5,7109,1441,0.99,2,0.001,4,0.009
,0,1,2,3,4,5,6,7,8
0,64241632084,5,23,5,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,62835242434,5,106,13,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70175360699,5,879,288,0.95,12,0.047,1,0.003
,0,1,2,3,4,5,6,7,8
0,69332515168,5,53,13,0.92,1,0.08,0,0.0
,0,1,2,3,4,5,6,7,8
0,70117275947,5,5908,797,0.99,5,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,70979774784,5,17,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025529723191,5,8,1,1.0,0,0.0,0,0.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,100014027164,5,3311,681,0.94,20,0.038,16,0.022
,0,1,2,3,4,5,6,7,8
0,100001665211,5,24597,8908,0.99,41,0.008,20,0.002
,0,1,2,3,4,5,6,7,8
0,72251896249,3,8,1,0.5,0,0.0,1,0.5
,0,1,2,3,4,5,6,7,8
0,2955993,5,167695,82221,0.99,186,0.009,115,0.001
,0,1,2,3,4,5,6,7,8
0,69071324894,5,19880,3211,0.96,51,0.015,52,0.025
,0,1,2,3,4,5,6,7,8
0,10024927633971,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,29043768652,5,11780,4028,0.99,10,0.009,5,0.001
,0,1,2,3,4,5,6,7,8
0,71534822256,5,13662,2243,0.97,9,0.003,50,0.027
,0,1,2,3,4,5,6,7,8
0,10024891416205,5,5135,1916,0.99,7,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,12006449774,5,1639,786,0.98,5,0.015,4,0.005
,0,1,2,3,4,5,6,7,8
0,29284841399,5,614,300,0.99,1,0.003,2,0.007
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100007360625,5,43866,10719,0.99,61,0.007,40,0.003
,0,1,2,3,4,5,6,7,8
0,10427029355,5,890,443,0.98,3,0.016,2,0.004
,0,1,2,3,4,5,6,7,8
0,69590749708,5,19880,3211,0.96,51,0.015,52,0.025
,0,1,2,3,4,5,6,7,8
0,71976711130,5,2718,446,0.95,8,0.017,14,0.033
,0,1,2,3,4,5,6,7,8
0,325348,5,107611,68976,0.99,299,0.008,181,0.002
,0,1,2,3,4,5,6,7,8
0,31200724187,5,2567,1091,0.97,11,0.009,13,0.021
,0,1,2,3,4,5,6,7,8
0,70250328454,5,4,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100013558176,5,6953,1031,0.98,15,0.017,4,0.003
,0,1,2,3,4,5,6,7,8
0,72016966154,5,30,7,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,64493769949,5,559,140,0.96,2,0.013,3,0.027
,0,1,2,3,4,5,6,7,8
0,71682877164,5,2525,388,0.95,9,0.022,10,0.028
,0,1,2,3,4,5,6,7,8
0,52514624599,5,1547,314,0.98,1,0.003,4,0.017
,0,1,2,3,4,5,6,7,8
0,10024927633971,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,44271408491,5,1644,380,0.96,8,0.023,7,0.017
,0,1,2,3,4,5,6,7,8
0,10021126080979,5,2779,411,0.94,16,0.044,7,0.016
,0,1,2,3,4,5,6,7,8
0,67877405504,5,3647,735,0.96,15,0.029,9,0.011
,0,1,2,3,4,5,6,7,8
0,100012702542,5,3930,754,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020354569015,5,258,44,0.95,2,0.05,0,0.0
,0,1,2,3,4,5,6,7,8
0,19019530722,5,9586,5645,0.99,16,0.002,25,0.008
,0,1,2,3,4,5,6,7,8
0,70649746187,5,480,77,0.97,1,0.018,1,0.012
,0,1,2,3,4,5,6,7,8
0,65524148038,5,1753,301,0.98,3,0.014,2,0.006
,0,1,2,3,4,5,6,7,8
0,45356519524,5,618,119,0.98,2,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020521348843,5,2525,388,0.95,9,0.022,10,0.028
,0,1,2,3,4,5,6,7,8
0,10021807697008,5,2528,391,0.95,9,0.021,10,0.029
,0,1,2,3,4,5,6,7,8
0,10022020580850,5,1,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,772849,5,107611,68976,0.99,299,0.008,181,0.002
,0,1,2,3,4,5,6,7,8
0,34243799486,5,2468,660,0.94,20,0.036,17,0.024
,0,1,2,3,4,5,6,7,8
0,59437432192,5,1659,453,0.97,8,0.02,5,0.01
,0,1,2,3,4,5,6,7,8
0,67805294505,5,7103,1695,0.97,23,0.02,18,0.01
,0,1,2,3,4,5,6,7,8
0,71683777391,5,7107,1699,0.97,23,0.02,18,0.01
,0,1,2,3,4,5,6,7,8
0,10022166633540,5,42,9,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,71998310896,5,1287,215,0.98,2,0.011,2,0.009
,0,1,2,3,4,5,6,7,8
0,19657937427,5,1965,1190,0.98,4,0.003,12,0.017
,0,1,2,3,4,5,6,7,8
0,64323079725,5,1965,1190,0.98,4,0.003,12,0.017
,0,1,2,3,4,5,6,7,8
0,10648601250,5,1348,777,0.98,5,0.006,8,0.014
,0,1,2,3,4,5,6,7,8
0,4679025,5,107611,68976,0.99,299,0.008,181,0.002
,0,1,2,3,4,5,6,7,8
0,10023903181380,5,7,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10822176265,5,1338,652,0.96,8,0.011,13,0.029
,0,1,2,3,4,5,6,7,8
0,100016439078,5,56715,27521,0.99,165,0.008,82,0.002
,0,1,2,3,4,5,6,7,8
0,325341,5,107611,68976,0.99,299,0.008,181,0.002
,0,1,2,3,4,5,6,7,8
0,47535030502,5,195,37,0.97,1,0.03,0,0.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,10024836260777,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,47113019664,5,26,4,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,28449140510,5,258,97,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,36541813453,5,602,98,0.98,1,0.01,1,0.01
,0,1,2,3,4,5,6,7,8
0,64661026263,5,619,120,0.98,2,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,10021472120775,5,4197,598,0.99,5,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,10026333490843,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025673759433,5,592,62,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,50264928569,5,82,24,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70967673497,5,40,3,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,47113019662,5,26,4,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,14578840103,5,1849,725,0.98,1,0.001,7,0.019
,0,1,2,3,4,5,6,7,8
0,10022274789331,5,14,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,36183098212,5,543,162,0.98,2,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,100009346197,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,72313026022,5,14,4,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,28336842057,5,19069,9743,0.98,70,0.017,32,0.003
,0,1,2,3,4,5,6,7,8
0,10960746703,5,1328,671,0.99,3,0.008,2,0.002
,0,1,2,3,4,5,6,7,8
0,10023316110073,5,522,262,0.98,2,0.017,1,0.003
,0,1,2,3,4,5,6,7,8
0,14575082701,5,7194,1574,0.99,4,0.008,4,0.002
,0,1,2,3,4,5,6,7,8
0,8047616,5,7128,2552,0.99,9,0.008,7,0.002
,0,1,2,3,4,5,6,7,8
0,10024013166339,5,505,77,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10021126080975,5,2779,411,0.94,16,0.044,7,0.016
,0,1,2,3,4,5,6,7,8
0,10022977326628,5,93,30,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10022274789331,5,14,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,70855861231,5,161,60,0.96,0,0.0,2,0.04
,0,1,2,3,4,5,6,7,8
0,71432358659,5,700,117,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,18973536090,5,12599,10061,0.99,29,0.008,23,0.002
,0,1,2,3,4,5,6,7,8
0,65687439787,5,365,77,0.96,2,0.028,1,0.012
,0,1,2,3,4,5,6,7,8
0,66055886097,5,3597,771,0.97,13,0.027,3,0.003
,0,1,2,3,4,5,6,7,8
0,10024836295061,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,19019530720,5,9586,5645,0.99,16,0.002,25,0.008
,0,1,2,3,4,5,6,7,8
0,10020354569017,5,258,44,0.95,2,0.05,0,0.0
,0,1,2,3,4,5,6,7,8
0,50333768976,5,978,202,0.99,1,0.01,0,0.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,781921,5,58252,25471,0.99,84,0.008,61,0.002
,0,1,2,3,4,5,6,7,8
0,8763537,5,387651,235081,0.99,528,0.009,274,0.001
,0,1,2,3,4,5,6,7,8
0,100004806061,5,156046,91780,0.99,198,0.009,115,0.001
,0,1,2,3,4,5,6,7,8
0,4296201,5,156046,91780,0.99,198,0.009,115,0.001
,0,1,2,3,4,5,6,7,8
0,543176,5,183918,107679,0.99,300,0.009,149,0.001
,0,1,2,3,4,5,6,7,8
0,100015847674,5,389,75,0.97,2,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,100000424188,5,726484,234419,0.99,701,0.009,417,0.001
,0,1,2,3,4,5,6,7,8
0,1158155,5,62424,32431,0.99,81,0.009,38,0.001
,0,1,2,3,4,5,6,7,8
0,5464143,5,697400,376611,0.99,735,0.01,343,0.0
,0,1,2,3,4,5,6,7,8
0,4296181,5,156044,91778,0.99,198,0.009,115,0.001
,0,1,2,3,4,5,6,7,8
0,100017126108,5,14256,2450,0.98,14,0.016,12,0.004
,0,1,2,3,4,5,6,7,8
0,100004183095,5,107615,44392,0.99,143,0.009,85,0.001
,0,1,2,3,4,5,6,7,8
0,1158163,5,34061,21593,0.99,56,0.009,22,0.001
,0,1,2,3,4,5,6,7,8
0,100005118616,5,40789,8489,0.98,80,0.014,54,0.006
,0,1,2,3,4,5,6,7,8
0,100005275282,5,27771,4400,0.99,17,0.003,19,0.007
,0,1,2,3,4,5,6,7,8
0,543179,5,183918,107679,0.99,300,0.009,149,0.001
,0,1,2,3,4,5,6,7,8
0,10025227759000,5,3504,3204,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1320887,5,576616,350293,0.99,1035,0.009,516,0.001
,0,1,2,3,4,5,6,7,8
0,100006153428,5,13045,2035,0.99,13,0.007,7,0.003
,0,1,2,3,4,5,6,7,8
0,10176269824,5,4028,1483,0.98,7,0.004,8,0.016
,0,1,2,3,4,5,6,7,8
0,100011798822,5,337972,100562,0.99,435,0.008,237,0.002
,0,1,2,3,4,5,6,7,8
0,100013558270,5,40790,8490,0.98,80,0.014,54,0.006
,0,1,2,3,4,5,6,7,8
0,43160670762,5,251,43,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,8527048,5,52796,16906,0.99,59,0.009,28,0.001
,0,1,2,3,4,5,6,7,8
0,7510732,5,19733,4159,0.99,15,0.009,7,0.001
,0,1,2,3,4,5,6,7,8
0,502780,5,34708,20235,0.99,127,0.009,38,0.001
,0,1,2,3,4,5,6,7,8
0,100013827498,5,14259,2453,0.98,14,0.016,12,0.004
,0,1,2,3,4,5,6,7,8
0,21113767478,5,1299,369,0.98,5,0.018,1,0.002
,0,1,2,3,4,5,6,7,8
0,10025395836413,5,3504,3204,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10021600760115,5,2475,410,0.97,4,0.009,6,0.021
,0,1,2,3,4,5,6,7,8
0,46065789770,5,3541,723,0.97,12,0.017,10,0.013
,0,1,2,3,4,5,6,7,8
0,3195208,5,337984,100573,0.99,436,0.008,237,0.002
,0,1,2,3,4,5,6,7,8
0,1832611,5,107614,44391,0.99,143,0.009,85,0.001
,0,1,2,3,4,5,6,7,8
0,6888601,5,1685492,480686,0.99,2635,0.008,1327,0.002
,0,1,2,3,4,5,6,7,8
0,100001175317,5,23704,6432,0.98,48,0.016,30,0.004
,0,1,2,3,4,5,6,7,8
0,100013565440,5,133762,62755,0.98,534,0.017,196,0.003
,0,1,2,3,4,5,6,7,8
0,100011853518,5,75259,47998,0.99,137,0.009,55,0.001
,0,1,2,3,4,5,6,7,8
0,4011641,5,387654,235084,0.99,528,0.009,274,0.001
,0,1,2,3,4,5,6,7,8
0,10751769195,5,2398,791,0.97,11,0.019,9,0.011
,0,1,2,3,4,5,6,7,8
0,7406019,5,387645,235076,0.99,527,0.009,274,0.001
,0,1,2,3,4,5,6,7,8
0,100002616984,5,24282,21863,0.99,78,0.009,31,0.001
,0,1,2,3,4,5,6,7,8
0,100003631793,5,2323,373,0.98,5,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,65278072807,5,13822,1976,0.99,13,0.008,5,0.002
,0,1,2,3,4,5,6,7,8
0,100011005496,5,8504,1521,0.98,23,0.015,8,0.005
,0,1,2,3,4,5,6,7,8
0,5985120,5,66210,18389,0.99,59,0.009,22,0.001
,0,1,2,3,4,5,6,7,8
0,100008656013,5,185519,52902,0.99,212,0.009,93,0.001
,0,1,2,3,4,5,6,7,8
0,10069839627,5,17619,11673,0.99,68,0.007,45,0.003
,0,1,2,3,4,5,6,7,8
0,35319166331,5,4926,1307,0.97,11,0.008,19,0.022
,0,1,2,3,4,5,6,7,8
0,3758059,5,387654,235084,0.99,528,0.009,274,0.001
,0,1,2,3,4,5,6,7,8
0,100005536653,5,5937,768,0.98,7,0.017,3,0.003
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,100011913722,5,4060,657,0.99,2,0.009,1,0.001
,0,1,2,3,4,5,6,7,8
0,71152794301,5,1195,191,0.98,1,0.005,2,0.015
,0,1,2,3,4,5,6,7,8
0,100006153566,5,13045,2035,0.99,13,0.007,7,0.003
,0,1,2,3,4,5,6,7,8
0,10024957201902,5,2353,317,0.96,6,0.022,6,0.018
,0,1,2,3,4,5,6,7,8
0,10024415067210,5,888,187,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,33545921770,5,2228,727,0.98,7,0.011,7,0.009
,0,1,2,3,4,5,6,7,8
0,7196629,5,21424,20679,0.99,49,0.002,54,0.008
,0,1,2,3,4,5,6,7,8
0,63339769456,5,656,116,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,18656512498,5,2948,1631,0.99,9,0.006,7,0.004
,0,1,2,3,4,5,6,7,8
0,7721633,5,105414,23325,0.97,298,0.019,285,0.011
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100009234779,5,3298,407,0.99,1,0.008,1,0.002
,0,1,2,3,4,5,6,7,8
0,100013484798,5,1387,171,0.98,3,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,7721633,5,105414,23325,0.97,298,0.019,285,0.011
,0,1,2,3,4,5,6,7,8
0,7721631,5,168012,28734,0.98,298,0.011,285,0.009
,0,1,2,3,4,5,6,7,8
0,100013565420,5,133755,62748,0.98,534,0.017,196,0.003
,0,1,2,3,4,5,6,7,8
0,100002565017,5,6903,975,0.99,5,0.008,2,0.002
,0,1,2,3,4,5,6,7,8
0,8527048,5,52796,16906,0.99,59,0.009,28,0.001
,0,1,2,3,4,5,6,7,8
0,100003943158,5,6902,974,0.99,5,0.008,2,0.002
,0,1,2,3,4,5,6,7,8
0,70907818031,5,94,22,0.91,1,0.049,1,0.041
,0,1,2,3,4,5,6,7,8
0,67643758061,5,31,9,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008973237,5,1332,141,0.95,3,0.02,4,0.03
,0,1,2,3,4,5,6,7,8
0,5544404,5,94544,43684,0.99,198,0.007,134,0.003
,0,1,2,3,4,5,6,7,8
0,10024853241699,5,86,20,0.95,1,0.05,0,0.0
,0,1,2,3,4,5,6,7,8
0,61192625488,5,1785,197,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,45149900452,5,1245,231,0.96,3,0.012,5,0.028
,0,1,2,3,4,5,6,7,8
0,10021686396365,5,109,10,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,20831918487,5,385,102,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100016271704,5,3298,407,0.99,1,0.008,1,0.002
,0,1,2,3,4,5,6,7,8
0,69690360553,5,185,27,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100009234777,5,3298,407,0.99,1,0.008,1,0.002
,0,1,2,3,4,5,6,7,8
0,100016271682,5,3298,407,0.99,1,0.008,1,0.002
,0,1,2,3,4,5,6,7,8
0,3367958,5,457100,159241,0.99,570,0.008,370,0.002
,0,1,2,3,4,5,6,7,8
0,10022765150396,5,904,230,0.96,4,0.024,4,0.016
,0,1,2,3,4,5,6,7,8
0,3939773,5,135727,73196,0.99,134,0.009,92,0.001
,0,1,2,3,4,5,6,7,8
0,10025955580943,4,26,15,0.78,1,0.052,3,0.168
,0,1,2,3,4,5,6,7,8
0,100015142700,5,2232,273,0.95,10,0.037,4,0.013
,0,1,2,3,4,5,6,7,8
0,1612681615,5,6307,5200,0.98,29,0.005,33,0.015
,0,1,2,3,4,5,6,7,8
0,3939771,5,135727,73196,0.99,134,0.009,92,0.001
,0,1,2,3,4,5,6,7,8
0,100013827528,5,14256,2450,0.98,14,0.016,12,0.004
,0,1,2,3,4,5,6,7,8
0,100007609863,5,14256,2450,0.98,14,0.016,12,0.004
,0,1,2,3,4,5,6,7,8
0,100007350345,5,6082,1196,0.98,8,0.016,6,0.004
,0,1,2,3,4,5,6,7,8
0,58648068838,5,568,108,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10020781952265,5,1625,262,0.93,5,0.017,12,0.053
,0,1,2,3,4,5,6,7,8
0,1250562025,5,887,458,0.97,5,0.02,5,0.01
,0,1,2,3,4,5,6,7,8
0,10020781952263,5,1625,262,0.93,5,0.017,12,0.053
,0,1,2,3,4,5,6,7,8
0,100012103718,5,197893,159454,0.99,574,0.009,235,0.001
,0,1,2,3,4,5,6,7,8
0,28403342202,5,458,265,0.97,2,0.007,5,0.023
,0,1,2,3,4,5,6,7,8
0,31556572666,5,2358,673,0.97,5,0.007,9,0.023
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
,0,1,2,3,4,5,6,7,8
0,39224841911,5,1661,321,0.95,7,0.03,7,0.02
,0,1,2,3,4,5,6,7,8
0,39224841909,5,1670,330,0.95,7,0.03,7,0.02
,0,1,2,3,4,5,6,7,8
0,70676461640,5,1206,162,0.96,1,0.005,5,0.035
,0,1,2,3,4,5,6,7,8
0,64681868770,5,545,90,0.9,5,0.06,4,0.04
,0,1,2,3,4,5,6,7,8
0,57283342022,5,5201,1926,0.99,11,0.006,8,0.004
,0,1,2,3,4,5,6,7,8
0,10023643439517,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023359995813,5,348,60,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100013439024,5,21130,4102,0.98,33,0.018,12,0.002
,0,1,2,3,4,5,6,7,8
0,100002616984,5,24282,21863,0.99,78,0.009,31,0.001
,0,1,2,3,4,5,6,7,8
0,57911481422,5,108,21,0.95,0,0.0,1,0.05
,0,1,2,3,4,5,6,7,8
0,57911481420,5,108,21,0.95,0,0.0,1,0.05
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,25696804180,5,472,340,0.99,1,0.008,1,0.002
,0,1,2,3,4,5,6,7,8
0,100013530984,5,2921,315,0.98,2,0.014,2,0.006
,0,1,2,3,4,5,6,7,8
0,70295736518,5,3693,569,0.94,14,0.023,17,0.037
,0,1,2,3,4,5,6,7,8
0,7237420,5,506888,191886,0.99,660,0.008,556,0.002
,0,1,2,3,4,5,6,7,8
0,2112703,5,51263,22440,0.99,116,0.007,80,0.003
,0,1,2,3,4,5,6,7,8
0,33683043422,5,997,374,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,10025673903102,5,4351,4282,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10022269575698,5,295,36,0.97,1,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,11005495918,5,6155,2911,0.98,26,0.013,21,0.007
,0,1,2,3,4,5,6,7,8
0,26602583689,5,2403,1116,0.99,5,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,100015611484,5,877,106,0.97,2,0.021,1,0.009
,0,1,2,3,4,5,6,7,8
0,100003410330,5,2239,446,0.99,3,0.008,1,0.002
,0,1,2,3,4,5,6,7,8
0,63934241953,5,6830,3881,0.98,23,0.015,21,0.005
,0,1,2,3,4,5,6,7,8
0,61106496197,5,1044,148,0.93,5,0.039,5,0.031
,0,1,2,3,4,5,6,7,8
0,11120633376,5,9387,3953,0.98,33,0.016,18,0.004
,0,1,2,3,4,5,6,7,8
0,67042004021,5,3711,637,0.98,5,0.017,2,0.003
,0,1,2,3,4,5,6,7,8
0,100008189010,5,8042,1276,0.99,2,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023421365505,5,882,460,0.99,1,0.008,1,0.002
,0,1,2,3,4,5,6,7,8
0,67046364222,5,624,108,0.89,7,0.061,6,0.049
,0,1,2,3,4,5,6,7,8
0,66705496999,5,500,121,0.97,2,0.022,1,0.008
,0,1,2,3,4,5,6,7,8
0,100013209866,5,2554,308,0.99,3,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,1158157,5,7708,5362,0.99,18,0.008,15,0.002
